date,state,district,lat,lon,rainfall_mm,rain_3day,rain_7day
2023-06-26,Sikkim,East Sikkim,27.33,88.61,8,51.0,346.0
2023-06-26,Meghalaya,East Khasi Hills,25.57,91.88,27,297.0,754.0
2023-06-27,Sikkim,East Sikkim,27.33,88.61,151,178.0,369.0
2023-06-27,Meghalaya,East Khasi Hills,25.57,91.88,93,297.0,680.0
2023-06-28,Sikkim,East Sikkim,27.33,88.61,22,181.0,263.0
2023-06-28,Meghalaya,East Khasi Hills,25.57,91.88,156,276.0,797.0
2023-06-29,Sikkim,East Sikkim,27.33,88.61,121,294.0,369.0
2023-06-29,Meghalaya,East Khasi Hills,25.57,91.88,81,330.0,788.0
2023-06-30,Sikkim,East Sikkim,27.33,88.61,24,167.0,369.0
2023-06-30,Meghalaya,East Khasi Hills,25.57,91.88,172,409.0,799.0
2023-07-01,Sikkim,East Sikkim,27.33,88.61,195,340.0,540.0
2023-07-01,Meghalaya,East Khasi Hills,25.57,91.88,111,364.0,817.0
2023-07-02,Sikkim,East Sikkim,27.33,88.61,101,320.0,622.0
2023-07-02,Meghalaya,East Khasi Hills,25.57,91.88,101,384.0,741.0
2023-07-03,Sikkim,East Sikkim,27.33,88.61,19,315.0,633.0
2023-07-03,Meghalaya,East Khasi Hills,25.57,91.88,9,221.0,723.0
2023-07-04,Sikkim,East Sikkim,27.33,88.61,27,147.0,509.0
2023-07-04,Meghalaya,East Khasi Hills,25.57,91.88,19,129.0,649.0
2023-07-05,Sikkim,East Sikkim,27.33,88.61,89,135.0,576.0
2023-07-05,Meghalaya,East Khasi Hills,25.57,91.88,200,228.0,693.0
2023-07-06,Sikkim,East Sikkim,27.33,88.61,40,156.0,495.0
2023-07-06,Meghalaya,East Khasi Hills,25.57,91.88,158,377.0,770.0
2023-07-07,Sikkim,East Sikkim,27.33,88.61,6,135.0,477.0
2023-07-07,Meghalaya,East Khasi Hills,25.57,91.88,0,358.0,598.0
2023-07-08,Sikkim,East Sikkim,27.33,88.61,122,168.0,404.0
2023-07-08,Meghalaya,East Khasi Hills,25.57,91.88,128,286.0,615.0
2023-07-09,Sikkim,East Sikkim,27.33,88.61,122,250.0,425.0
2023-07-09,Meghalaya,East Khasi Hills,25.57,91.88,135,263.0,649.0
2023-07-10,Sikkim,East Sikkim,27.33,88.61,190,434.0,596.0
2023-07-10,Meghalaya,East Khasi Hills,25.57,91.88,156,419.0,796.0
2023-07-11,Sikkim,East Sikkim,27.33,88.61,20,332.0,589.0
2023-07-11,Meghalaya,East Khasi Hills,25.57,91.88,168,459.0,945.0
2023-07-12,Sikkim,East Sikkim,27.33,88.61,20,230.0,520.0
2023-07-12,Meghalaya,East Khasi Hills,25.57,91.88,25,349.0,770.0
2023-07-13,Sikkim,East Sikkim,27.33,88.61,117,157.0,597.0
2023-07-13,Meghalaya,East Khasi Hills,25.57,91.88,161,354.0,773.0
2023-07-14,Sikkim,East Sikkim,27.33,88.61,153,290.0,744.0
2023-07-14,Meghalaya,East Khasi Hills,25.57,91.88,121,307.0,894.0
2023-07-15,Sikkim,East Sikkim,27.33,88.61,184,454.0,806.0
2023-07-15,Meghalaya,East Khasi Hills,25.57,91.88,126,408.0,892.0
2023-07-16,Sikkim,East Sikkim,27.33,88.61,36,373.0,720.0
2023-07-16,Meghalaya,East Khasi Hills,25.57,91.88,34,281.0,791.0
2023-07-17,Sikkim,East Sikkim,27.33,88.61,35,255.0,565.0
2023-07-17,Meghalaya,East Khasi Hills,25.57,91.88,29,189.0,664.0
2023-07-18,Sikkim,East Sikkim,27.33,88.61,106,177.0,651.0
2023-07-18,Meghalaya,East Khasi Hills,25.57,91.88,117,180.0,613.0
2023-07-19,Sikkim,East Sikkim,27.33,88.61,88,229.0,719.0
2023-07-19,Meghalaya,East Khasi Hills,25.57,91.88,181,327.0,769.0
2023-07-20,Sikkim,East Sikkim,27.33,88.61,166,360.0,768.0
2023-07-20,Meghalaya,East Khasi Hills,25.57,91.88,161,459.0,769.0
2023-07-21,Sikkim,East Sikkim,27.33,88.61,112,366.0,727.0
2023-07-21,Meghalaya,East Khasi Hills,25.57,91.88,171,513.0,819.0
2023-07-22,Sikkim,East Sikkim,27.33,88.61,128,406.0,671.0
2023-07-22,Meghalaya,East Khasi Hills,25.57,91.88,38,370.0,731.0
2023-07-23,Sikkim,East Sikkim,27.33,88.61,131,371.0,766.0
2023-07-23,Meghalaya,East Khasi Hills,25.57,91.88,198,407.0,895.0
2023-07-24,Sikkim,East Sikkim,27.33,88.61,168,427.0,899.0
2023-07-24,Meghalaya,East Khasi Hills,25.57,91.88,84,320.0,950.0
2023-07-25,Sikkim,East Sikkim,27.33,88.61,126,425.0,919.0
2023-07-25,Meghalaya,East Khasi Hills,25.57,91.88,183,465.0,1016.0
2023-07-26,Sikkim,East Sikkim,27.33,88.61,161,455.0,992.0
2023-07-26,Meghalaya,East Khasi Hills,25.57,91.88,93,360.0,928.0
2023-07-27,Sikkim,East Sikkim,27.33,88.61,164,451.0,990.0
2023-07-27,Meghalaya,East Khasi Hills,25.57,91.88,101,377.0,868.0
2023-07-28,Sikkim,East Sikkim,27.33,88.61,85,410.0,963.0
2023-07-28,Meghalaya,East Khasi Hills,25.57,91.88,162,356.0,859.0
2023-07-29,Sikkim,East Sikkim,27.33,88.61,131,380.0,966.0
2023-07-29,Meghalaya,East Khasi Hills,25.57,91.88,122,385.0,943.0
2023-07-30,Sikkim,East Sikkim,27.33,88.61,135,351.0,970.0
2023-07-30,Meghalaya,East Khasi Hills,25.57,91.88,6,290.0,751.0
2023-07-31,Sikkim,East Sikkim,27.33,88.61,32,298.0,834.0
2023-07-31,Meghalaya,East Khasi Hills,25.57,91.88,151,279.0,818.0
2023-08-01,Sikkim,East Sikkim,27.33,88.61,153,320.0,861.0
2023-08-01,Meghalaya,East Khasi Hills,25.57,91.88,23,180.0,658.0
2023-08-02,Sikkim,East Sikkim,27.33,88.61,178,363.0,878.0
2023-08-02,Meghalaya,East Khasi Hills,25.57,91.88,168,342.0,733.0
2023-08-03,Sikkim,East Sikkim,27.33,88.61,124,455.0,838.0
2023-08-03,Meghalaya,East Khasi Hills,25.57,91.88,141,332.0,773.0
2023-08-04,Sikkim,East Sikkim,27.33,88.61,26,328.0,779.0
2023-08-04,Meghalaya,East Khasi Hills,25.57,91.88,90,399.0,701.0
2023-08-05,Sikkim,East Sikkim,27.33,88.61,9,159.0,657.0
2023-08-05,Meghalaya,East Khasi Hills,25.57,91.88,123,354.0,702.0
2023-08-06,Sikkim,East Sikkim,27.33,88.61,106,141.0,628.0
2023-08-06,Meghalaya,East Khasi Hills,25.57,91.88,124,337.0,820.0
2023-08-07,Sikkim,East Sikkim,27.33,88.61,136,251.0,732.0
2023-08-07,Meghalaya,East Khasi Hills,25.57,91.88,137,384.0,806.0
2023-08-08,Sikkim,East Sikkim,27.33,88.61,118,360.0,697.0
2023-08-08,Meghalaya,East Khasi Hills,25.57,91.88,7,268.0,790.0
2023-08-09,Sikkim,East Sikkim,27.33,88.61,21,275.0,540.0
2023-08-09,Meghalaya,East Khasi Hills,25.57,91.88,166,310.0,788.0
2023-08-10,Sikkim,East Sikkim,27.33,88.61,199,338.0,615.0
2023-08-10,Meghalaya,East Khasi Hills,25.57,91.88,111,284.0,758.0
2023-08-11,Sikkim,East Sikkim,27.33,88.61,150,370.0,739.0
2023-08-11,Meghalaya,East Khasi Hills,25.57,91.88,35,312.0,703.0
2023-08-12,Sikkim,East Sikkim,27.33,88.61,139,488.0,869.0
2023-08-12,Meghalaya,East Khasi Hills,25.57,91.88,25,171.0,605.0
2023-08-13,Sikkim,East Sikkim,27.33,88.61,103,392.0,866.0
2023-08-13,Meghalaya,East Khasi Hills,25.57,91.88,135,195.0,616.0
2023-08-14,Sikkim,East Sikkim,27.33,88.61,174,416.0,904.0
2023-08-14,Meghalaya,East Khasi Hills,25.57,91.88,105,265.0,584.0
2023-08-15,Sikkim,East Sikkim,27.33,88.61,134,411.0,920.0
2023-08-15,Meghalaya,East Khasi Hills,25.57,91.88,170,410.0,747.0
2023-08-16,Sikkim,East Sikkim,27.33,88.61,17,325.0,916.0
2023-08-16,Meghalaya,East Khasi Hills,25.57,91.88,183,458.0,764.0
2023-08-17,Sikkim,East Sikkim,27.33,88.61,153,304.0,870.0
2023-08-17,Meghalaya,East Khasi Hills,25.57,91.88,34,387.0,687.0
2023-08-18,Sikkim,East Sikkim,27.33,88.61,20,190.0,740.0
2023-08-18,Meghalaya,East Khasi Hills,25.57,91.88,7,224.0,659.0
2023-08-19,Sikkim,East Sikkim,27.33,88.61,31,204.0,632.0
2023-08-19,Meghalaya,East Khasi Hills,25.57,91.88,161,202.0,795.0
2023-08-20,Sikkim,East Sikkim,27.33,88.61,129,180.0,658.0
2023-08-20,Meghalaya,East Khasi Hills,25.57,91.88,155,323.0,815.0
2023-08-21,Sikkim,East Sikkim,27.33,88.61,22,182.0,506.0
2023-08-21,Meghalaya,East Khasi Hills,25.57,91.88,159,475.0,869.0
2023-08-22,Sikkim,East Sikkim,27.33,88.61,19,170.0,391.0
2023-08-22,Meghalaya,East Khasi Hills,25.57,91.88,155,469.0,854.0
2023-08-23,Sikkim,East Sikkim,27.33,88.61,8,49.0,382.0
2023-08-23,Meghalaya,East Khasi Hills,25.57,91.88,110,424.0,781.0
2023-08-24,Sikkim,East Sikkim,27.33,88.61,103,130.0,332.0
2023-08-24,Meghalaya,East Khasi Hills,25.57,91.88,98,363.0,845.0
2023-08-25,Sikkim,East Sikkim,27.33,88.61,133,244.0,445.0
2023-08-25,Meghalaya,East Khasi Hills,25.57,91.88,153,361.0,991.0
2023-08-26,Sikkim,East Sikkim,27.33,88.61,103,339.0,517.0
2023-08-26,Meghalaya,East Khasi Hills,25.57,91.88,148,399.0,978.0
2023-08-27,Sikkim,East Sikkim,27.33,88.61,162,398.0,550.0
2023-08-27,Meghalaya,East Khasi Hills,25.57,91.88,102,403.0,925.0
2023-08-28,Sikkim,East Sikkim,27.33,88.61,142,407.0,670.0
2023-08-28,Meghalaya,East Khasi Hills,25.57,91.88,11,261.0,777.0
2023-08-29,Sikkim,East Sikkim,27.33,88.61,137,441.0,788.0
2023-08-29,Meghalaya,East Khasi Hills,25.57,91.88,190,303.0,812.0
2023-08-30,Sikkim,East Sikkim,27.33,88.61,81,360.0,861.0
2023-08-30,Meghalaya,East Khasi Hills,25.57,91.88,104,305.0,806.0
2023-08-31,Sikkim,East Sikkim,27.33,88.61,151,369.0,909.0
2023-08-31,Meghalaya,East Khasi Hills,25.57,91.88,143,437.0,851.0
2023-09-01,Sikkim,East Sikkim,27.33,88.61,142,374.0,918.0
2023-09-01,Meghalaya,East Khasi Hills,25.57,91.88,187,434.0,885.0
2023-09-02,Sikkim,East Sikkim,27.33,88.61,101,394.0,916.0
2023-09-02,Meghalaya,East Khasi Hills,25.57,91.88,1,331.0,738.0
2023-09-03,Sikkim,East Sikkim,27.33,88.61,108,351.0,862.0
2023-09-03,Meghalaya,East Khasi Hills,25.57,91.88,17,205.0,653.0
2023-09-04,Sikkim,East Sikkim,27.33,88.61,18,227.0,738.0
2023-09-04,Meghalaya,East Khasi Hills,25.57,91.88,29,47.0,671.0
2023-09-05,Sikkim,East Sikkim,27.33,88.61,178,304.0,779.0
2023-09-05,Meghalaya,East Khasi Hills,25.57,91.88,150,196.0,631.0
2023-09-06,Sikkim,East Sikkim,27.33,88.61,153,349.0,851.0
2023-09-06,Meghalaya,East Khasi Hills,25.57,91.88,34,213.0,561.0
2023-09-07,Sikkim,East Sikkim,27.33,88.61,126,457.0,826.0
2023-09-07,Meghalaya,East Khasi Hills,25.57,91.88,176,360.0,594.0
2023-09-08,Sikkim,East Sikkim,27.33,88.61,28,307.0,712.0
2023-09-08,Meghalaya,East Khasi Hills,25.57,91.88,134,344.0,541.0
2023-09-09,Sikkim,East Sikkim,27.33,88.61,15,169.0,626.0
2023-09-09,Meghalaya,East Khasi Hills,25.57,91.88,2,312.0,542.0
2023-09-10,Sikkim,East Sikkim,27.33,88.61,124,167.0,642.0
2023-09-10,Meghalaya,East Khasi Hills,25.57,91.88,91,227.0,616.0
2023-09-11,Sikkim,East Sikkim,27.33,88.61,95,234.0,719.0
2023-09-11,Meghalaya,East Khasi Hills,25.57,91.88,110,203.0,697.0
2023-09-12,Sikkim,East Sikkim,27.33,88.61,37,256.0,578.0
2023-09-12,Meghalaya,East Khasi Hills,25.57,91.88,190,391.0,737.0
2023-09-13,Sikkim,East Sikkim,27.33,88.61,160,292.0,585.0
2023-09-13,Meghalaya,East Khasi Hills,25.57,91.88,158,458.0,861.0
2023-09-14,Sikkim,East Sikkim,27.33,88.61,13,210.0,472.0
2023-09-14,Meghalaya,East Khasi Hills,25.57,91.88,183,531.0,868.0
2023-09-15,Sikkim,East Sikkim,27.33,88.61,22,195.0,466.0
2023-09-15,Meghalaya,East Khasi Hills,25.57,91.88,156,497.0,890.0
2023-09-16,Sikkim,East Sikkim,27.33,88.61,121,156.0,572.0
2023-09-16,Meghalaya,East Khasi Hills,25.57,91.88,117,456.0,1005.0
2023-09-17,Sikkim,East Sikkim,27.33,88.61,17,160.0,465.0
2023-09-17,Meghalaya,East Khasi Hills,25.57,91.88,145,418.0,1059.0
2023-09-18,Sikkim,East Sikkim,27.33,88.61,166,304.0,536.0
2023-09-18,Meghalaya,East Khasi Hills,25.57,91.88,97,359.0,1046.0
2023-09-19,Sikkim,East Sikkim,27.33,88.61,180,363.0,679.0
2023-09-19,Meghalaya,East Khasi Hills,25.57,91.88,87,329.0,943.0
2023-09-20,Sikkim,East Sikkim,27.33,88.61,190,536.0,709.0
2023-09-20,Meghalaya,East Khasi Hills,25.57,91.88,169,353.0,954.0
2023-09-21,Sikkim,East Sikkim,27.33,88.61,111,481.0,807.0
2023-09-21,Meghalaya,East Khasi Hills,25.57,91.88,20,276.0,791.0
2023-09-22,Sikkim,East Sikkim,27.33,88.61,177,478.0,962.0
2023-09-22,Meghalaya,East Khasi Hills,25.57,91.88,130,319.0,765.0
2023-09-23,Sikkim,East Sikkim,27.33,88.61,153,441.0,994.0
2023-09-23,Meghalaya,East Khasi Hills,25.57,91.88,160,310.0,808.0
2023-09-24,Sikkim,East Sikkim,27.33,88.61,137,467.0,1114.0
2023-09-24,Meghalaya,East Khasi Hills,25.57,91.88,5,295.0,668.0
2023-09-25,Sikkim,East Sikkim,27.33,88.61,175,465.0,1123.0
2023-09-25,Meghalaya,East Khasi Hills,25.57,91.88,23,188.0,594.0
2023-09-26,Sikkim,East Sikkim,27.33,88.61,142,454.0,1085.0
2023-09-26,Meghalaya,East Khasi Hills,25.57,91.88,80,108.0,587.0
2023-09-27,Sikkim,East Sikkim,27.33,88.61,188,505.0,1083.0
2023-09-27,Meghalaya,East Khasi Hills,25.57,91.88,173,276.0,591.0
2023-09-28,Sikkim,East Sikkim,27.33,88.61,161,491.0,1133.0
2023-09-28,Meghalaya,East Khasi Hills,25.57,91.88,125,378.0,696.0
2023-09-29,Sikkim,East Sikkim,27.33,88.61,181,530.0,1137.0
2023-09-29,Meghalaya,East Khasi Hills,25.57,91.88,107,405.0,673.0
2023-09-30,Sikkim,East Sikkim,27.33,88.61,185,527.0,1169.0
2023-09-30,Meghalaya,East Khasi Hills,25.57,91.88,17,249.0,530.0
2023-10-01,Sikkim,East Sikkim,27.33,88.61,20,386.0,1052.0
2023-10-01,Meghalaya,East Khasi Hills,25.57,91.88,18,142.0,543.0
2023-10-02,Sikkim,East Sikkim,27.33,88.61,21,226.0,898.0
2023-10-02,Meghalaya,East Khasi Hills,25.57,91.88,35,70.0,555.0
2023-10-03,Sikkim,East Sikkim,27.33,88.61,36,77.0,792.0
2023-10-03,Meghalaya,East Khasi Hills,25.57,91.88,8,61.0,483.0
2023-10-04,Sikkim,East Sikkim,27.33,88.61,36,93.0,640.0
2023-10-04,Meghalaya,East Khasi Hills,25.57,91.88,31,74.0,341.0
2023-10-05,Sikkim,East Sikkim,27.33,88.61,21,93.0,500.0
2023-10-05,Meghalaya,East Khasi Hills,25.57,91.88,3,42.0,219.0
2023-10-06,Sikkim,East Sikkim,27.33,88.61,2,59.0,321.0
2023-10-06,Meghalaya,East Khasi Hills,25.57,91.88,6,40.0,118.0
2023-10-07,Sikkim,East Sikkim,27.33,88.61,40,63.0,176.0
2023-10-07,Meghalaya,East Khasi Hills,25.57,91.88,29,38.0,130.0
2023-10-08,Sikkim,East Sikkim,27.33,88.61,1,43.0,157.0
2023-10-08,Meghalaya,East Khasi Hills,25.57,91.88,7,42.0,119.0
2023-10-09,Sikkim,East Sikkim,27.33,88.61,10,51.0,146.0
2023-10-09,Meghalaya,East Khasi Hills,25.57,91.88,28,64.0,112.0
2023-10-10,Sikkim,East Sikkim,27.33,88.61,29,40.0,139.0
2023-10-10,Meghalaya,East Khasi Hills,25.57,91.88,0,35.0,104.0
2023-10-11,Sikkim,East Sikkim,27.33,88.61,27,66.0,130.0
2023-10-11,Meghalaya,East Khasi Hills,25.57,91.88,12,40.0,85.0
2023-10-12,Sikkim,East Sikkim,27.33,88.61,8,64.0,117.0
2023-10-12,Meghalaya,East Khasi Hills,25.57,91.88,19,31.0,101.0
2023-10-13,Sikkim,East Sikkim,27.33,88.61,10,45.0,125.0
2023-10-13,Meghalaya,East Khasi Hills,25.57,91.88,17,48.0,112.0
2023-10-14,Sikkim,East Sikkim,27.33,88.61,5,23.0,90.0
2023-10-14,Meghalaya,East Khasi Hills,25.57,91.88,23,59.0,106.0
2023-10-15,Sikkim,East Sikkim,27.33,88.61,16,31.0,105.0
2023-10-15,Meghalaya,East Khasi Hills,25.57,91.88,5,45.0,104.0
2023-10-16,Sikkim,East Sikkim,27.33,88.61,23,44.0,118.0
2023-10-16,Meghalaya,East Khasi Hills,25.57,91.88,10,38.0,86.0
2023-10-17,Sikkim,East Sikkim,27.33,88.61,3,42.0,92.0
2023-10-17,Meghalaya,East Khasi Hills,25.57,91.88,25,40.0,111.0
2023-10-18,Sikkim,East Sikkim,27.33,88.61,40,66.0,105.0
2023-10-18,Meghalaya,East Khasi Hills,25.57,91.88,19,54.0,118.0
2023-10-19,Sikkim,East Sikkim,27.33,88.61,14,57.0,111.0
2023-10-19,Meghalaya,East Khasi Hills,25.57,91.88,27,71.0,126.0
2023-10-20,Sikkim,East Sikkim,27.33,88.61,5,59.0,106.0
2023-10-20,Meghalaya,East Khasi Hills,25.57,91.88,6,52.0,115.0
2023-10-21,Sikkim,East Sikkim,27.33,88.61,0,19.0,101.0
2023-10-21,Meghalaya,East Khasi Hills,25.57,91.88,13,46.0,105.0
2023-10-22,Sikkim,East Sikkim,27.33,88.61,30,35.0,115.0
2023-10-22,Meghalaya,East Khasi Hills,25.57,91.88,4,23.0,104.0
2023-10-23,Sikkim,East Sikkim,27.33,88.61,8,38.0,100.0
2023-10-23,Meghalaya,East Khasi Hills,25.57,91.88,37,54.0,131.0
2023-10-24,Sikkim,East Sikkim,27.33,88.61,14,52.0,111.0
2023-10-24,Meghalaya,East Khasi Hills,25.57,91.88,33,74.0,139.0
2023-10-25,Sikkim,East Sikkim,27.33,88.61,28,50.0,99.0
2023-10-25,Meghalaya,East Khasi Hills,25.57,91.88,0,70.0,120.0
2023-10-26,Sikkim,East Sikkim,27.33,88.61,0,42.0,85.0
2023-10-26,Meghalaya,East Khasi Hills,25.57,91.88,21,54.0,114.0
2023-10-27,Sikkim,East Sikkim,27.33,88.61,7,35.0,87.0
2023-10-27,Meghalaya,East Khasi Hills,25.57,91.88,27,48.0,135.0
2023-10-28,Sikkim,East Sikkim,27.33,88.61,8,15.0,95.0
2023-10-28,Meghalaya,East Khasi Hills,25.57,91.88,30,78.0,152.0
2023-10-29,Sikkim,East Sikkim,27.33,88.61,4,19.0,69.0
2023-10-29,Meghalaya,East Khasi Hills,25.57,91.88,14,71.0,162.0
2023-10-30,Sikkim,East Sikkim,27.33,88.61,24,36.0,85.0
2023-10-30,Meghalaya,East Khasi Hills,25.57,91.88,5,49.0,130.0
2023-10-31,Sikkim,East Sikkim,27.33,88.61,6,34.0,77.0
2023-10-31,Meghalaya,East Khasi Hills,25.57,91.88,6,25.0,103.0
2023-11-01,Sikkim,East Sikkim,27.33,88.61,20,50.0,69.0
2023-11-01,Meghalaya,East Khasi Hills,25.57,91.88,23,34.0,126.0
2023-11-02,Sikkim,East Sikkim,27.33,88.61,19,45.0,88.0
2023-11-02,Meghalaya,East Khasi Hills,25.57,91.88,8,37.0,113.0
2023-11-03,Sikkim,East Sikkim,27.33,88.61,24,63.0,105.0
2023-11-03,Meghalaya,East Khasi Hills,25.57,91.88,8,39.0,94.0
2023-11-04,Sikkim,East Sikkim,27.33,88.61,9,52.0,106.0
2023-11-04,Meghalaya,East Khasi Hills,25.57,91.88,4,20.0,68.0
2023-11-05,Sikkim,East Sikkim,27.33,88.61,33,66.0,135.0
2023-11-05,Meghalaya,East Khasi Hills,25.57,91.88,36,48.0,90.0
2023-11-06,Sikkim,East Sikkim,27.33,88.61,0,42.0,111.0
2023-11-06,Meghalaya,East Khasi Hills,25.57,91.88,39,79.0,124.0
2023-11-07,Sikkim,East Sikkim,27.33,88.61,10,43.0,115.0
2023-11-07,Meghalaya,East Khasi Hills,25.57,91.88,28,103.0,146.0
2023-11-08,Sikkim,East Sikkim,27.33,88.61,22,32.0,117.0
2023-11-08,Meghalaya,East Khasi Hills,25.57,91.88,13,80.0,136.0
2023-11-09,Sikkim,East Sikkim,27.33,88.61,40,72.0,138.0
2023-11-09,Meghalaya,East Khasi Hills,25.57,91.88,9,50.0,137.0
2023-11-10,Sikkim,East Sikkim,27.33,88.61,26,88.0,140.0
2023-11-10,Meghalaya,East Khasi Hills,25.57,91.88,39,61.0,168.0
2023-11-11,Sikkim,East Sikkim,27.33,88.61,28,94.0,159.0
2023-11-11,Meghalaya,East Khasi Hills,25.57,91.88,13,61.0,177.0
2023-11-12,Sikkim,East Sikkim,27.33,88.61,5,59.0,131.0
2023-11-12,Meghalaya,East Khasi Hills,25.57,91.88,6,58.0,147.0
2023-11-13,Sikkim,East Sikkim,27.33,88.61,8,41.0,139.0
2023-11-13,Meghalaya,East Khasi Hills,25.57,91.88,7,26.0,115.0
2023-11-14,Sikkim,East Sikkim,27.33,88.61,37,50.0,166.0
2023-11-14,Meghalaya,East Khasi Hills,25.57,91.88,24,37.0,111.0
2023-11-15,Sikkim,East Sikkim,27.33,88.61,22,67.0,166.0
2023-11-15,Meghalaya,East Khasi Hills,25.57,91.88,27,58.0,125.0
2023-11-16,Sikkim,East Sikkim,27.33,88.61,20,79.0,146.0
2023-11-16,Meghalaya,East Khasi Hills,25.57,91.88,8,59.0,124.0
2023-11-17,Sikkim,East Sikkim,27.33,88.61,15,57.0,135.0
2023-11-17,Meghalaya,East Khasi Hills,25.57,91.88,17,52.0,102.0
2023-11-18,Sikkim,East Sikkim,27.33,88.61,5,40.0,112.0
2023-11-18,Meghalaya,East Khasi Hills,25.57,91.88,15,40.0,104.0
2023-11-19,Sikkim,East Sikkim,27.33,88.61,35,55.0,142.0
2023-11-19,Meghalaya,East Khasi Hills,25.57,91.88,38,70.0,136.0
2023-11-20,Sikkim,East Sikkim,27.33,88.61,38,78.0,172.0
2023-11-20,Meghalaya,East Khasi Hills,25.57,91.88,38,91.0,167.0
2023-11-21,Sikkim,East Sikkim,27.33,88.61,18,91.0,153.0
2023-11-21,Meghalaya,East Khasi Hills,25.57,91.88,1,77.0,144.0
2023-11-22,Sikkim,East Sikkim,27.33,88.61,19,75.0,150.0
2023-11-22,Meghalaya,East Khasi Hills,25.57,91.88,13,52.0,130.0
2023-11-23,Sikkim,East Sikkim,27.33,88.61,33,70.0,163.0
2023-11-23,Meghalaya,East Khasi Hills,25.57,91.88,38,52.0,160.0
2023-11-24,Sikkim,East Sikkim,27.33,88.61,32,84.0,180.0
2023-11-24,Meghalaya,East Khasi Hills,25.57,91.88,12,63.0,155.0
2023-11-25,Sikkim,East Sikkim,27.33,88.61,25,90.0,200.0
2023-11-25,Meghalaya,East Khasi Hills,25.57,91.88,18,68.0,158.0
2023-11-26,Sikkim,East Sikkim,27.33,88.61,3,60.0,168.0
2023-11-26,Meghalaya,East Khasi Hills,25.57,91.88,15,45.0,135.0
2023-11-27,Sikkim,East Sikkim,27.33,88.61,31,59.0,161.0
2023-11-27,Meghalaya,East Khasi Hills,25.57,91.88,24,57.0,121.0
2023-11-28,Sikkim,East Sikkim,27.33,88.61,7,41.0,150.0
2023-11-28,Meghalaya,East Khasi Hills,25.57,91.88,15,54.0,135.0
2023-11-29,Sikkim,East Sikkim,27.33,88.61,31,69.0,162.0
2023-11-29,Meghalaya,East Khasi Hills,25.57,91.88,40,79.0,162.0
2023-11-30,Sikkim,East Sikkim,27.33,88.61,38,76.0,167.0
2023-11-30,Meghalaya,East Khasi Hills,25.57,91.88,4,59.0,128.0
2023-12-01,Sikkim,East Sikkim,27.33,88.61,33,102.0,168.0
2023-12-01,Meghalaya,East Khasi Hills,25.57,91.88,0,44.0,116.0
2023-12-02,Sikkim,East Sikkim,27.33,88.61,23,94.0,166.0
2023-12-02,Meghalaya,East Khasi Hills,25.57,91.88,20,24.0,118.0
2023-12-03,Sikkim,East Sikkim,27.33,88.61,8,64.0,171.0
2023-12-03,Meghalaya,East Khasi Hills,25.57,91.88,24,44.0,127.0
2023-12-04,Sikkim,East Sikkim,27.33,88.61,36,67.0,176.0
2023-12-04,Meghalaya,East Khasi Hills,25.57,91.88,26,70.0,129.0
2023-12-05,Sikkim,East Sikkim,27.33,88.61,23,67.0,192.0
2023-12-05,Meghalaya,East Khasi Hills,25.57,91.88,34,84.0,148.0
2023-12-06,Sikkim,East Sikkim,27.33,88.61,11,70.0,172.0
2023-12-06,Meghalaya,East Khasi Hills,25.57,91.88,30,90.0,138.0
2023-12-07,Sikkim,East Sikkim,27.33,88.61,4,38.0,138.0
2023-12-07,Meghalaya,East Khasi Hills,25.57,91.88,1,65.0,135.0
2023-12-08,Sikkim,East Sikkim,27.33,88.61,37,52.0,142.0
2023-12-08,Meghalaya,East Khasi Hills,25.57,91.88,4,35.0,139.0
2023-12-09,Sikkim,East Sikkim,27.33,88.61,0,41.0,119.0
2023-12-09,Meghalaya,East Khasi Hills,25.57,91.88,16,21.0,135.0
2023-12-10,Sikkim,East Sikkim,27.33,88.61,13,50.0,124.0
2023-12-10,Meghalaya,East Khasi Hills,25.57,91.88,2,22.0,113.0
2023-12-11,Sikkim,East Sikkim,27.33,88.61,3,16.0,91.0
2023-12-11,Meghalaya,East Khasi Hills,25.57,91.88,25,43.0,112.0
2023-12-12,Sikkim,East Sikkim,27.33,88.61,32,48.0,100.0
2023-12-12,Meghalaya,East Khasi Hills,25.57,91.88,18,45.0,96.0
2023-12-13,Sikkim,East Sikkim,27.33,88.61,40,75.0,129.0
2023-12-13,Meghalaya,East Khasi Hills,25.57,91.88,32,75.0,98.0
2023-12-14,Sikkim,East Sikkim,27.33,88.61,26,98.0,151.0
2023-12-14,Meghalaya,East Khasi Hills,25.57,91.88,27,77.0,124.0
2023-12-15,Sikkim,East Sikkim,27.33,88.61,25,91.0,139.0
2023-12-15,Meghalaya,East Khasi Hills,25.57,91.88,5,64.0,125.0
2023-12-16,Sikkim,East Sikkim,27.33,88.61,40,91.0,179.0
2023-12-16,Meghalaya,East Khasi Hills,25.57,91.88,34,66.0,143.0
2023-12-17,Sikkim,East Sikkim,27.33,88.61,34,99.0,200.0
2023-12-17,Meghalaya,East Khasi Hills,25.57,91.88,39,78.0,180.0
2023-12-18,Sikkim,East Sikkim,27.33,88.61,9,83.0,206.0
2023-12-18,Meghalaya,East Khasi Hills,25.57,91.88,17,90.0,172.0
2023-12-19,Sikkim,East Sikkim,27.33,88.61,5,48.0,179.0
