lat,lon,elevation_m,slope_deg,rain_3day_mm,soil_moisture,ndvi,dist_to_old_landslide_m,dist_to_road_m,risk_label
27.78584809459141,88.75852830955931,1308,39,226,0.693,0.81,5364,1661,2
24.20356715680962,88.83537611071054,2715,39,171,0.431,0.675,1082,2136,1
27.84191603049332,92.85939378539125,614,40,159,0.543,0.706,1360,100,1
26.891916992959935,95.57425096896894,952,21,123,0.807,0.343,3513,2074,1
24.28776667590895,94.6317282620588,2338,21,259,0.401,0.138,5382,515,2
27.566974621812207,90.10454107935007,2684,34,173,0.936,0.744,4814,2321,2
25.617999884673015,90.22869998177173,2046,24,145,0.667,0.752,4742,578,1
23.379319520815034,91.83122919094517,901,25,264,0.595,0.758,3009,1865,2
25.176984522256525,91.3236479468003,1379,31,41,0.178,0.44,1115,1955,0
25.492963834246744,91.81079975492213,2893,38,206,0.6,0.515,3284,1085,2
23.262743867252667,94.40035510897201,2571,33,250,0.722,0.434,1384,596,2
22.695644337527288,89.41155728322734,2438,13,262,0.834,0.194,1791,1870,2
24.717515792180514,90.60631517590984,995,40,189,0.883,0.195,3397,456,2
25.41555324321886,95.12083330963421,1704,38,78,0.2,0.344,3117,1247,1
27.414750415369586,92.39914290620962,1249,14,215,0.141,0.815,2372,888,1
24.358211274404702,92.07136984990973,2847,12,280,0.396,0.796,3470,1975,1
25.52858316763313,92.14842548113397,1067,26,193,0.504,0.676,5011,548,1
23.896933700155216,91.55857416280345,2086,33,229,0.227,0.682,781,1682,2
26.743251756942456,93.1479531427546,1178,39,23,0.914,0.812,2322,367,0
28.231009958030462,92.87650896006599,1288,50,158,0.577,0.199,4632,353,2
26.44952648592808,92.78673492832252,992,8,291,0.543,0.7,4167,81,1
23.00788766772692,92.80189480231473,2319,6,140,0.769,0.296,5830,2378,0
23.583048034382003,88.21651246202615,2290,25,205,0.601,0.493,240,1397,2
24.212110347034077,89.64402033612124,1188,38,162,0.425,0.173,863,2224,1
23.588747040651942,94.41970561091986,1832,10,78,0.361,0.426,1436,246,0
28.14946509127653,96.09551353073638,2038,24,199,0.184,0.214,2705,1061,1
27.014339871902223,91.46543811667125,2583,8,103,0.304,0.578,1987,2024,0
22.673438626862783,93.70187165665376,2483,12,137,0.152,0.472,3384,273,0
26.409305458599963,89.13014208332834,2772,6,137,0.571,0.569,881,1013,0
24.739831322749247,96.86777843917679,1083,41,208,0.479,0.777,4149,838,2
22.506006351678536,92.18186848349892,671,20,275,0.91,0.869,4597,1855,2
26.08720650900404,95.55538949459776,1619,44,148,0.655,0.234,542,1980,2
23.468497830890847,92.80680357715289,686,29,179,0.816,0.27,4230,1157,1
27.76967576587032,89.89765158663695,1644,9,153,0.176,0.659,1194,2284,0
24.138078834679497,93.96049325054287,2354,37,162,0.851,0.856,5253,1075,1
26.37865975151618,88.01842762141735,1047,25,174,0.279,0.867,2740,70,1
27.074791448986133,92.84318308331325,2502,35,2,0.866,0.638,3434,2281,0
24.61796839410241,95.31503122588536,1005,46,39,0.558,0.814,5551,1828,1
25.276155190340308,96.42623064470975,1011,43,183,0.429,0.771,5760,39,2
23.03979911578957,93.5209843786592,1284,33,4,0.288,0.116,2353,1470,0
25.457027252219955,94.33642930062646,1649,24,113,0.299,0.495,3023,155,0
27.71949739503924,93.12192008273998,954,43,107,0.106,0.887,5280,1627,1
23.553173038305072,93.29348125423653,2814,36,87,0.569,0.628,4684,2474,1
23.65110928629341,94.10180845266623,1623,9,65,0.321,0.556,1917,2147,0
26.34579771785884,96.48766801394724,2249,49,272,0.622,0.645,3768,13,2
25.299520365696015,91.25324658792698,2622,8,165,0.468,0.896,2294,503,0
22.530955704682718,89.75147325554752,1795,7,114,0.14,0.835,4411,1843,0
28.00197133049298,89.77189135909329,804,10,292,0.787,0.892,1898,1740,2
27.348354444981673,93.33277693521222,2269,26,159,0.153,0.6,278,1970,1
27.49510507528929,95.3947041630916,1895,45,171,0.814,0.298,3929,981,2
26.252092545321116,93.21041022333084,891,38,121,0.902,0.721,5125,1801,1
22.872013401349594,95.22148389352311,1022,10,31,0.879,0.402,5730,271,0
22.81321886010096,95.6493638190113,2790,8,154,0.619,0.445,884,233,1
24.803520148882676,95.15648209939116,2357,30,49,0.625,0.429,4961,48,0
24.469162013581993,89.73233185687705,2618,44,51,0.389,0.85,262,1864,1
26.3241824139162,90.30657491980881,1016,11,6,0.606,0.154,1636,2352,0
22.862947097168004,90.80500172272846,680,31,246,0.716,0.456,2041,568,2
27.15297398622146,89.32668156344975,2716,32,262,0.916,0.703,2599,2395,2
22.84390587675813,92.56397080699097,1092,24,175,0.347,0.876,4290,2407,1
24.54931154203514,94.01074125082437,780,40,27,0.459,0.256,1691,829,0
26.196618823690635,91.76825759528258,1874,49,239,0.61,0.365,4788,2323,2
28.01972155289488,93.7489034534039,1398,15,53,0.486,0.731,395,2036,0
23.731898161782887,89.65820060994297,2039,49,117,0.497,0.271,3988,1362,1
24.243457292336586,89.74963100017615,1083,5,185,0.108,0.386,4594,476,0
23.813670242669385,90.3579896723444,1213,42,184,0.137,0.124,1670,1168,2
27.55728852429041,96.19584055178397,1221,16,173,0.82,0.297,1655,93,1
24.330434268245266,90.16134939586196,1361,6,70,0.422,0.73,959,1391,0
23.21095991780306,95.94450810043067,767,28,87,0.9,0.882,5155,1781,1
25.07724098758317,93.72528653741588,2955,13,97,0.263,0.403,3115,1307,0
22.819553850417993,95.16050728053347,1512,7,300,0.261,0.528,1267,1347,1
27.24598331735293,93.53397803443563,2427,13,260,0.923,0.809,1764,338,2
25.613354197037246,89.61098665666884,2542,15,260,0.43,0.806,4221,1537,1
25.987120109838816,93.74295040436586,1599,50,191,0.547,0.487,4103,1945,2
23.8115623581111,91.8252056911467,2121,42,18,0.276,0.816,3753,965,0
23.305981893164937,88.75625334423357,847,29,292,0.234,0.774,2135,2260,2
25.05661406149646,92.20795889863783,1877,33,265,0.399,0.567,3861,2103,2
25.15013096781628,90.39062390333558,1235,31,188,0.784,0.354,3182,106,2
26.361926395214752,95.07285966342556,2739,9,183,0.866,0.336,4160,2105,1
23.679877937217384,90.96317163296203,1867,19,50,0.201,0.388,4523,825,0
22.551203270408934,90.69526736838078,1569,24,140,0.262,0.583,1179,2229,1
26.424546205072716,96.90347164012823,2433,27,206,0.904,0.757,5418,53,2
25.594952102914615,95.07377183417631,1457,14,203,0.293,0.679,1769,1948,1
23.757508521021045,92.04974741992724,2210,34,236,0.39,0.169,1588,1761,2
25.49880126761204,93.92963315180458,539,40,15,0.418,0.562,1101,1256,0
24.456477087152976,88.2091585629299,1727,27,173,0.292,0.441,3354,2207,1
27.982513171784756,93.16490860881287,2969,7,71,0.231,0.862,2755,2332,0
25.348665927736686,90.95957226399806,1271,30,195,0.274,0.413,4428,1587,1
27.458848969147706,93.43027521220982,631,33,155,0.179,0.183,4579,732,1
23.89823655595357,93.93612903892667,1343,6,95,0.269,0.829,3211,1167,0
24.84663163827518,96.90635611114425,2182,9,232,0.149,0.515,1457,1343,1
27.722694406167136,90.78781458653366,1032,13,274,0.456,0.695,3236,850,1
25.514850126956645,94.16352336205995,1331,50,243,0.235,0.56,2592,2411,2
27.345394994922287,92.7327085432412,2977,22,103,0.106,0.214,574,1640,0
24.58069104106649,95.58375526521229,2369,41,251,0.491,0.561,796,1184,2
23.577468658982127,93.55962864755985,1520,24,200,0.621,0.748,1484,1705,1
24.86130790555379,96.51118625248209,891,32,234,0.427,0.627,5772,2334,2
27.952418826229312,91.70150342532625,1389,20,80,0.333,0.602,2441,278,0
24.96057640541804,89.48355195131077,1835,40,62,0.946,0.161,911,2071,1
24.561946291295772,91.59407651947407,2061,18,259,0.138,0.121,5283,1896,1
26.52177343139094,92.1782099184605,1839,17,203,0.132,0.3,5858,564,1
25.324726394732,90.51227698157774,1074,34,34,0.17,0.626,5895,1797,0
25.707922998433403,91.5176455193466,1008,15,87,0.813,0.586,1501,1209,0
26.78647363339863,96.03418935146479,1387,9,5,0.676,0.223,2983,733,0
24.843710334167483,90.77491825815946,921,39,110,0.476,0.138,5250,2146,1
27.9525383072439,89.79987121986208,2034,8,2,0.141,0.402,1702,1027,0
28.25247153113571,88.86942885199426,1403,6,215,0.124,0.112,1624,263,1
24.436077455970082,93.64107791115289,1839,47,85,0.715,0.135,4248,446,1
23.782679920161605,91.20918693326645,1451,44,106,0.894,0.416,3555,499,1
23.82057716247512,93.92165532213274,2379,16,7,0.442,0.353,3238,876,0
25.497456147511414,96.91426862713935,2952,22,188,0.137,0.808,3417,1240,1
28.254208226267004,93.39880430638186,1531,50,274,0.773,0.838,4712,707,2
23.551986275703612,94.85544654693979,1860,45,198,0.676,0.878,5732,549,2
26.15119993293747,93.26533222973498,572,49,162,0.931,0.633,603,1377,2
22.62728027774462,94.83046928101044,1452,29,261,0.645,0.286,4862,59,2
23.325332896762653,92.4885383372719,745,12,158,0.301,0.443,2045,330,0
26.935533816099102,90.95820866680445,2317,17,77,0.419,0.614,2000,2454,0
27.00330546604216,90.06109019832621,1681,22,162,0.647,0.708,4316,1704,1
26.148379186065753,91.43337328503465,1411,26,175,0.306,0.531,5497,1022,1
22.81264117215724,96.92811311985395,1288,25,93,0.476,0.105,4077,291,0
22.968987081627837,94.5249019429361,2578,18,64,0.178,0.574,1724,972,0
24.318604243637004,93.18779647375972,1519,24,84,0.713,0.296,1495,2486,1
24.76630493258384,92.23642136135985,2131,45,103,0.331,0.725,705,1477,1
27.071575792793304,91.84657558565125,581,32,258,0.618,0.447,1326,1979,2
25.281907408200826,92.08242795280391,2058,10,153,0.606,0.222,1489,1058,1
23.428346734470065,89.706632331294,1301,29,287,0.615,0.158,1169,1927,2
28.322955820360512,91.35830407929672,2116,5,256,0.721,0.399,3364,1708,1
24.808956068700383,93.09047732845889,1009,36,157,0.645,0.571,3398,164,1
26.754770792512083,93.71481770423357,2587,17,223,0.914,0.717,5966,1432,1
22.70704543239483,95.3181376923079,2456,28,29,0.653,0.841,2071,997,0
28.16559132997989,89.32630650914156,2365,45,14,0.693,0.616,2190,2484,1
26.36638434432191,96.25194567784018,878,20,296,0.909,0.773,151,483,2
27.47849739016018,90.27584111859301,1179,30,300,0.928,0.164,1596,1737,2
26.903600621742413,94.7721602684826,1761,24,256,0.923,0.627,3185,2405,2
26.9923804347005,96.37015179346957,1601,10,55,0.641,0.721,2871,589,0
22.919048969763978,94.26685036540447,896,30,157,0.105,0.235,4078,11,1
23.6184002326748,89.20898856060344,2034,38,213,0.656,0.686,1447,727,2
23.705645087017807,94.749241617654,1260,36,93,0.527,0.188,4695,875,1
22.978858811846028,88.77136357426313,1180,17,132,0.936,0.797,3660,452,1
